chainId,chain_name,shortName
4201,LUKSO Testnet,lukso-testnet
4202,Lisk Sepolia Testnet,lisksep
4242,Nexi Mainnet,nexi
4243,Nexi V2 Mainnet,NexiV2
4400,Credit Smart Chain Mainnet,CreditEdge
4444,Htmlcoin Mainnet,html
4460,Orderly Sepolia Testnet,orderlyl2
4488,Hydra Chain,HYDRA
4544,Emoney Network Testnet,emoney
4613,VERY Mainnet,very
4653,Gold Chain,gold
4690,IoTeX Network Testnet,iotex-testnet
4759,MEVerse Chain Testnet,TESTMEV
4777,BlackFort Exchange Network Testnet,TBXN
4801,World Chain Sepolia Testnet,wcsep
4893,Globel Chain,GC
4918,Venidium Testnet,txvm
4919,Venidium Mainnet,xvm
4999,BlackFort Exchange Network,BXN
5001,Mantle Testnet,mantle-testnet
5002,Treasurenet Mainnet Alpha,treasurenet
5003,Mantle Sepolia Testnet,mnt-sep
5005,Treasurenet Testnet,tntest
5039,ONIGIRI Test Subnet,onigiritest
5040,ONIGIRI Subnet,onigiri
5051,Nollie Skatechain Testnet,nollie-testnet
5100,Syndicate Testnet,syndicate-chain-testnet
5101,Syndicate Frame Chain,syndicate-chain-frame
5102,SIC Testnet,sic-testnet
5103,Coordinape Testnet,coordinape-testnet
5104,Charmverse Testnet,charmverse-testnet
5105,Superloyalty Testnet,superloyalty-testnet
5106,Azra Testnet,azra-testnet
5112,Ham,ham
5165,Bahamut,ftn
5169,Smart Layer Network,SLN
5177,TLChain Network Mainnet,tlc
5197,EraSwap Mainnet,es
5234,Humanode Mainnet,hmnd
5315,Uzmi Network Mainnet,UZMI
5317,OpTrust Testnet,toptrust
5321,ITX Testnet,itx-testnet
5333,Netsbo,nets
5353,Tritanium Testnet,ttrn
5372,Settlus Testnet,settlus-testnet
5424,edeXa Mainnet,edeXa
5439,Egochain,egax
5522,VEX EVM TESTNET,VEX
5555,Chain Verse Mainnet,cverse
5611,opBNB Testnet,obnbt
5615,Arcturus Testneet,arcturus-testnet
5616,Arcturus Chain Testnet,ARCT
5656,QIE Blockchain,QIE
5675,Filenova Testnet,tfilenova
5678,Tanssi Demo,tango
5700,Syscoin Tanenbaum Testnet,tsys
5729,Hika Network Testnet,hik
5758,SatoshiChain Testnet,satst
5777,Ganache,ggui
5845,Tangle,tangle
5851,Ontology Testnet,OntologyTestnet
5869,Wegochain Rubidium Mainnet,rbd
6000,BounceBit Testnet,bouncebit-testnet
6065,Tres Testnet,TRESTEST
6066,Tres Mainnet,TRESMAIN
6102,Cascadia Testnet,cascadia
6118,UPTN Testnet,UPTN-TEST
6119,UPTN,UPTN
6283,LAOS,laosnetwork
6321,Aura Euphoria Testnet,eaura
6322,Aura Mainnet,aura
6363,Digit Soul Smart Chain,DGS
6398,Connext Sepolia,connext-sepolia
6502,Peerpay,Peerpay
6550,Flamma Testnet,FlammaTestnet
6552,Scolcoin WeiChain Testnet,SRC-test
6565,Fox Testnet Network,fox
6626,Pixie Chain Mainnet,pixie-chain
6660,Latest Chain Testnet,LATESTt
6661,Cybria Mainnet,cyba
6666,Cybria Testnet,tcyba
6678,EdgaMatrix Chain,EMC
6688,IRIShub,iris
6699,OX Chain,ox-chain
6701,PAXB Mainnet,PAXB
6779,Compverse Mainnet,compverse
6789,Gold Smart Chain Mainnet,STANDm
6805,RACE Mainnet,raceeth
6806,RACE Testnet,racesep
6868,Pools Mainnet,POOLS
6999,PolySmartChain,psc
7001,ZetaChain Testnet,zetachain-testnet
7007,BST Chain,BSTC
7027,Ella the heart,ELLA
7077,Planq Atlas Testnet,planq-atlas-testnet
7100,Nume,nume
7118,Help The Homeless,hth
7244,ZEUS Testnet,ZEUS-Testnet
7300,XPLA Verse,XPLAVERSE
7331,KLYNTAR,kly
7332,Horizen EON Mainnet,EON
7341,Shyft Mainnet,shyft
7484,Raba Network Mainnet,raba
7518,MEVerse Chain Mainnet,MEV
7560,Cyber Mainnet,cyeth
7575,ADIL Testnet,tadil
7576,Adil Chain V2 Mainnet,adil
7668,The Root Network - Mainnet,trn-mainnet
7672,The Root Network - Porcini Testnet,trn-porcini
7701,Canto Tesnet,TestnetCanto
7771,Bitrock Testnet,tbitrock
7774,GDCC MAINNET,GdccMainnet
7775,GDCC TESTNET,GDCC
7776,PandaSea Mainnet,pandaSea-mainnet
7777,Rise of the Warbots Testnet,RiseOfTheWarbotsTestnet
7778,Orenium Mainnet Protocol,ore
7798,OpenEX LONG Testnet,oex
7860,MaalChain Testnet,maal-test
7862,MaalChain V2,maal-v2
7863,MaalChain Testnet V2,maal-test-v2
7878,Hazlor Testnet,tscas
7887,Kinto Mainnet,kintoMainnet
7895,ARDENIUM Athena,ard
7923,Dot Blox,DTBX
7924,MO Mainnet,MO
7979,DOS Chain,dos
8000,Teleport,teleport
8001,Teleport Testnet,teleport-testnet
8008,Polynomial,polynomial
8029,MDGL Testnet,mdgl
8047,BOAT Mainnet,boat
8054,Karak Sepolia,karak-sepolia
8080,Shardeum Liberty 1.X,Liberty10
8081,Shardeum Liberty 2.X,Liberty20
8082,Shardeum Sphinx 1.X,Sphinx10
8086,Bitcoin Chain,Bitcoin
8087,E-Dollar,E-Dollar
8098,StreamuX Blockchain,StreamuX
8131,Qitmeer Network Testnet,meertest
8132,Qitmeer Network Mixnet,meermix
8133,Qitmeer Network Privnet,meerpriv
8134,Amana,amana
8135,Flana,flana
8136,Mizana,mizana
8181,Testnet BeOne Chain,tBOC
8192,Torus Mainnet,tqf
8194,Torus Testnet,ttqf
8217,Kaia Mainnet,kaia-mainnet
8227,Space Subnet,space
8272,Blockton Blockchain,BTON
8285,KorthoTest,Kortho
8329,Lorenzo,lrz
8333,B3,b3
8387,Dracones Financial Services,fuck
8545,Chakra Testnet,ChakraTN
8654,Toki Network,toki
8655,Toki Testnet,toki-testnet
8668,Hela Official Runtime Mainnet,hela
8723,TOOL Global Mainnet,olo
8724,TOOL Global Testnet,tolo
8726,Storagechain Mainnet,stor
8727,Storagechain Testnet,tstor
8732,Bullions Smart Chain,bln
8738,Alph Network,alph
8768,TMY Chain,tmy
8822,IOTA EVM,iotaevm
8844,Hydra Chain Testnet,THYDRA
8848,MARO Blockchain Mainnet,maro
8866,SuperLumio,superlumio
8869,Lif3 Chain,lif3-mainnet
8880,Unique,unq
8881,Quartz by Unique,qtz
8882,Opal testnet by Unique,opl
8883,Sapphire by Unique,sph
8886,Avenium Testnet,tave
8888,XANAChain,XANAChain
8889,Vyvo Smart Chain,vsc
8890,Orenium Testnet Protocol,tore
8898,Mammoth Mainnet,mmt
8911,Algen,alg
8912,Algen Testnet,algTest
8921,Algen Layer2,algl2
8922,Algen Layer2 Testnet,algl2Test
8989,Giant Mammoth Mainnet,gmmt
8995,bloxberg,berg
9000,Evmos Testnet,evmos-testnet
9007,Shido Testnet Block,ShidoTestnet
9008,Shido Mainnet Block,Shido
9012,BerylBit Mainnet,brb
9024,Nexa Testnet Block,NexaTestnet
9025,Nexa Mainnet Block,Nexa
9100,Genesis Coin,GENEC
9223,Codefin Mainnet,COF
9339,Dogcoin Testnet,DOGSt
9372,Oasys Testnet,OAS_TEST
9393,Dela Sepolia Testnet,delasep
9395,Evoke Mainnet,MTHN
9496,WeaveVM Testnet,twvm
9527,Rangers Protocol Testnet Robin,trpg
9528,QEasyWeb3 Testnet,QETTest
9559,Neonlink Testnet,testneon
9700,Oort MainnetDev,MainnetDev
9728,Boba BNB Testnet,BobaBnbTestnet
9768,MainnetZ Testnet,NetZt
9779,PepeNetwork Mainnet,pn
9789,Tabi Testnet,tabitest
9792,Carbon EVM Testnet,carbon-testnet
9797,OptimusZ7 Mainnet,OZ7m
9818,IMPERIUM TESTNET,tIMP
9819,IMPERIUM MAINNET,IMP
9876,BinaryChain Testnet,binarytestnet
9888,Dogelayer Mainnet,Dogelayer
9898,Larissa Chain,lrs
9911,Espento Mainnet,spent
9977,Mind Smart Chain Testnet,tMIND
9980,Combo Mainnet,combo-mainnet
9981,Volley Mainnet,volley-mainnet
9990,Agung Network,AGNG
9996,Mind Smart Chain Mainnet,MIND
9997,AltLayer Testnet,alt-testnet
9998,Ztc Mainnet,ZTC
9999,myOwn Testnet,myn
10024,Gon Chain,gon
10081,Japan Open Chain Testnet,joct
10086,SJATSH,SJ
10096,MetaNova Verse,mnv
10101,Blockchain Genesis Mainnet,GEN
10200,Gnosis Chiado Testnet,chi
10201,MaxxChain Mainnet,PWR
10222,GLScan,glc
10242,Arthera Mainnet,aa
10243,Arthera Testnet,aat
10248,0XTade,0xt
10321,TAO EVM Mainnet,TAOm
10324,TAO EVM Testnet,TAOt
10395,WorldLand Testnet,TWLC
10507,Numbers Mainnet,Jade
10508,Numbers Testnet,Snow
10823,CryptoCoinPay,CCP
10849,Lamina1,lamina1
10850,Lamina1 Identity,lamina1id
10946,Quadrans Blockchain,quadrans
10947,Quadrans Blockchain Testnet,quadranstestnet
11011,Shape Sepolia Testnet,shapesep
11110,Astra,astra
11111,WAGMI,WAGMI
11115,Astra Testnet,astra-testnet
11119,HashBit Mainnet,hbit
11124,Abstract Testnet,Abstract
11221,Shine Chain,SC20
11227,Jiritsu Testnet Subnet,jiritsutes
11235,Haqq Network,ISLM
11437,Shyft Testnet,shyftt
11501,BEVM Mainnet,bevm
11503,BEVM Testnet,bevm-test
11521,SatsChain,satschain
11612,Sardis Testnet,SRDXt
11822,Artela Testnet,Artela
11891,Polygon Supernet Arianee,Arianee
12001,Fuse Testnet,fuseZK
12009,SatoshiChain Mainnet,sats
12020,Aternos,ATR
12051,Singularity ZERO Testnet,tZERO
12052,Singularity ZERO Mainnet,ZERO
12123,BRC Chain Mainnet,BRC
12306,Fibonacci Mainnet,fibo
12321,BLG Testnet,blgchain
12324,L3X Protocol,l3x
12325,L3X Protocol Testnet,l3x-testnet
12345,Step Testnet,steptest
12553,RSS3 VSL Mainnet,rss3
12715,Rikeza Network Testnet,tRIK
12781,Playdapp Testnet,PDA-TESTNET
12890,Quantum Chain Testnet,tqnet
12898,PlayFair Testnet Subnet,playfair
13000,SPS,SPS
13308,Credit Smart Chain,Credit
13337,Beam Testnet,beam-testnet
13381,Phoenix Mainnet,Phoenix
13396,Masa,masa
13473,Immutable zkEVM Testnet,imx-testnet
13505,Gravity Alpha Testnet Sepolia,gravitysep
13600,Kronobit Mainnet,KNB
13812,Susono,sus
14000,SPS Testnet,SPS-Test
14324,EVOLVE Testnet,evo
14333,Vitruveo Testnet,vitruveo-test
14801,Vana Satori Testnet,satori
14853,Humanode Testnet 5 Israfel,hmnd-t5
15003,Immutable zkEVM Devnet,imx-devnet
15257,Poodl Testnet,poodlt
15259,Poodl Mainnet,poodle
15430,KYMTC Mainnet,KYMTC
15555,Trust EVM Testnet,TrustTestnet
15557,EOS EVM Network Testnet,eos-testnet
16000,MetaDot Mainnet,mtt
16001,MetaDot Testnet,mtttest
16116,DeFiVerse Mainnet,DFV
16180,PLYR PHI,plyr-phi
16350,Incentiv Devnet,tIncentiv
16481,Pivotal Sepolia,pivotal-sepolia
16600,0G-Newton-Testnet,0gai-testnet
16688,IRIShub Testnet,nyancat
16718,AirDAO Mainnet,airdao
16888,IVAR Chain Testnet,tivar
17000,Holesky,holesky
17069,Garnet Holesky,garnet
17071,Onchain Points,pop
17117,DeFiVerse Testnet,DFV-testnet
17171,G8Chain Mainnet,G8Cm
17172,Eclipse Subnet,eclipse
17180,Palette Chain Testnet,PCT
17217,KONET Mainnet,KONET
18000,Frontier of Dreams Testnet,ZKST
18122,Smart Trade Networks,STN
18159,Proof Of Memes,pom
18181,G8Chain Testnet,G8Ct
18233,unreal,unreal
18686,MXC zkEVM Moonchain,MXCzkEVM
18888,Titan (TKX),titan_tkx
18889,Titan (TKX) Testnet,titan_tkx-testnet
19011,HOME Verse Mainnet,HMV
19077,BlockX Atlantis Testnet,tbcx
19191,BlockX Mainnet,bcx
19224,Decentraconnect Social,DCSMs
19527,Magnet Network,mgt
19600,LBRY Mainnet,LBRY
19845,BTCIX Network,btcix
20001,Camelark Mainnet,Camelark
20041,Niza Chain Mainnet,niza
20073,Niza Chain Testnet,niza_testnet
20729,Callisto Testnet,CLOTestnet
20736,P12 Chain,p12
20765,Jono11 Subnet,jono11
21004,C4EI,c4ei
21133,All About Healthy,aah
21223,DCpay Mainnet,DCPm
21224,DCpay Testnet,DCPt
21337,CENNZnet Azalea,cennz-a
21816,omChain Mainnet,omc
21912,BSL Mainnet,onf
22023,Taycan,SFL
22040,AirDAO Testnet,airdao-test
22222,Nautilus Mainnet,NAUTCHAIN
22324,GoldXChain Testnet,goldx-testnet
22776,MAP Protocol,mapo
23006,Antofy Testnet,ABNt
23118,Opside Testnet,opside
23294,Oasis Sapphire,sapphire
23295,Oasis Sapphire Testnet,sapphire-testnet
23451,DreyerX Mainnet,dreyerx
23452,DreyerX Testnet,dreyerx-testnet
24076,KYMTC Testnet,tKYMTC
24484,Webchain,web
24734,MintMe.com Coin,mintme
25186,LiquidLayer Mainnet,LILA
25839,AlveyChain Testnet,talv
25888,Hammer Chain Mainnet,GOLDT
25925,Bitkub Chain Testnet,bkct
26026,Ferrum Testnet,frm
26600,Hertz Network Mainnet,HTZ
26863,OasisChain Mainnet,OAC
27181,KLAOS Nova,klaosnova
27483,Nanon Sepolia,Nanon-Testnet
27827,zeroone Mainnet Subnet,zeroonemai
28516,Vizing Testnet,Vizing-Testnet
28518,Vizing Mainnet,Vizing
28528,Optimism Bedrock (Goerli Alpha Testnet),obgor
28882,Boba Sepolia,BobaSepolia
29112,HYCHAIN Testnet,hychain-testnet
29223,Nexa MetaNet,nexameta
29536,KaiChain Testnet,tkec
29548,MCH Verse Mainnet,MCHV
30067,Piece testnet,Piece
30088,MiYou Mainnet,MiYou
30103,Cerium Testnet,ceri
30730,Movement EVM Legacy,moveleg
30731,Movement EVM Devnet,movedev
30732,Movement EVM Testnet,movetest
31102,Ethersocial Network,esn
31223,CloudTx Mainnet,CLDTX
31224,CloudTx Testnet,CLD
31337,GoChain Testnet,got
31414,Evoke Testnet,tmthn
31753,Xchain Mainnet,INTD
31754,Xchain Testnet,tINTD
32001,W3Gamez Holesky Testnet,w3gamez
32382,Santiment Intelligence Network,SANR
32990,Zilliqa EVM Isolated Server,zil-isolated-server
33033,Entangle Mainnet,ngl
33101,Zilliqa EVM Testnet,zil-testnet
33103,Zilliqa 2 EVM proto-testnet,zq2-proto-testnet
33111,Curtis,curtis
33133,Entangle Testnet,tngl
33210,Cloudverse Subnet,cloudverse
33333,Aves Mainnet,avs
33385,Zilliqa EVM Devnet,zil-devnet
33401,SlingShot,slingshot
33469,Zilliqa-2 EVM Devnet,zq2-devnet
33979,Funki,funki
34443,Mode,mode
34504,ZEUS Mainnet,ZEUS
35011,J2O Taro,j2o
35441,Q Mainnet,q
35443,Q Testnet,q-testnet
38400,ConnectorManager,cmrpg
38401,ConnectorManager Robin,ttrpg
39656,PRM Mainnet,prm
39797,Energi Mainnet,nrg
39815,OHO Mainnet,oho
41455,Aleph Zero EVM,aleph-zero
41500,Opulent-X BETA,ox-beta
42069,pegglecoin,PC
42072,AgentLayer Testnet,agent
42261,Oasis Emerald Testnet,emerald-testnet
42355,GoldXChain Mainnet,goldx
42421,AssetChain Testnet,rwa
42766,ZKFair Mainnet,ZKFair-Mainnet
42801,Gesoten Verse Testnet,GST
42888,Kinto Testnet,keth
43110,Athereum,avaeth
43111,Hemi Network,hemi
43113,Avalanche Fuji Testnet,Fuji
43851,ZKFair Testnet,ZKFair-Testnet
44444,Frenchain,FREN
44445,Quantum Network,QTM
44787,Celo Alfajores Testnet,ALFA
45000,Autobahn Network,AutobahnNetwork
45454,Swamps L2,SWP
45510,Deelance Mainnet,dee
45513,Blessnet,bless
46688,Fusion Testnet,tfsn
47763,Neo X Mainnet,neox-mainnet
47803,ReDeFi Layer 1,bax
48795,Space Subnet Testnet,spacetestnet
48899,Zircuit Testnet,zircuit-testnet
48900,Zircuit Mainnet,zircuit-mainnet
49049,Wireshape Floripa Testnet,floripa
49088,Bifrost Testnet,tbfc
49321,GUNZ Testnet,Stork
49797,Energi Testnet,tnrg
50001,Liveplex OracleEVM,LOE
50005,Yooldo Verse Mainnet,YVM
50006,Yooldo Verse Testnet,YVT
50021,GTON Testnet,tgton
51178,Lumoz Testnet Alpha,Lumoz-Testnet
51712,Sardis Mainnet,SRDXm
52014,Electroneum Mainnet,etn-mainnet
53277,DOID,DOID
53302,Superseed Sepolia Testnet,seedsep
53457,DODOchain testnet,dodochain
53935,DFK Chain,DFK
54211,Haqq Chain Testnet,ISLMT
54321,Toronet Testnet,ToronetTestnet
55004,Titan,teth
55551,Photon Aurora Testnet,pton
55556,REI Chain Testnet,trei
55614,Flamma Mainnet,FlammaMainnet
56026,Lambda Chain Mainnet,lambda
56400,Testnet Zeroone Subnet,testnetzer
56789,VELO Labs Mainnet,VELO
56797,DOID Testnet,doidTestnet
57000,Rollux Testnet,tsys-rollux
57451,COINSEC Network,coinsecnetwork
58008,Sepolia PGN (Public Goods Network),sepPGN
59140,Linea Goerli,linea-goerli
59141,Linea Sepolia,linea-sepolia
59902,Metis Sepolia Testnet,metis-sepolia
59971,Genesys Code Mainnet,gcode
60000,Thinkium Testnet Chain 0,TKM-test0
60001,Thinkium Testnet Chain 1,TKM-test1
60002,Thinkium Testnet Chain 2,TKM-test2
60103,Thinkium Testnet Chain 103,TKM-test103
61022,Orange Chain Mainnet,Orange-Chain-Mainnet
61406,KaiChain,kec
61800,AxelChain Dev-Net,aium-dev
61803,Etica Mainnet,Etica
61916,DoKEN Super Chain Mainnet,DoKEN
62049,OPTOPIA Testnet,OPTOPIA-Testnet
62050,Optopia Mainnet,Optopia
62298,Citrea Devnet,citrea-devnet
62320,Celo Baklava Testnet,BKLV
62621,MultiVAC Mainnet,mtv
62831,PLYR TAU Testnet,plyr-tau-testnet
62850,LAOS Sigma Testnet,laossigma
63000,eCredits Mainnet,ecs
63001,eCredits Testnet,ecs-testnet
65349,CratD2C Testnet,cratd2c-testnet
65357,Vecno Mainnet,ve
65450,Scolcoin Mainnet,SRC
65536,Automata Mainnet,automatamainnet
66988,Janus Testnet,janusnetwork-testnet
67588,Cosmic Chain,Cosmic
68770,DM2 Verse Mainnet,dm2
69420,Condrieu,cndr
70000,Thinkium Mainnet Chain 0,TKM0
70001,Thinkium Mainnet Chain 1,TKM1
70002,Thinkium Mainnet Chain 2,TKM2
70103,Thinkium Mainnet Chain 103,TKM103
70700,Proof of Play - Apex,pop-apex
71111,GuapcoinX,GuapX
71393,Polyjuice Testnet,ckb
71401,Godwoken Testnet v1,gw-testnet-v1
72778,CAGA crypto Ankara testnet,caga
72992,Grok Chain Mainnet,GrokChain
73114,ICB Testnet,ICBT
73115,ICB Network,ICBX
73799,Energy Web Volta Testnet,vt
73927,Mixin Virtual Machine,mvm
75000,ResinCoin Mainnet,resin
75512,GEEK Verse Mainnet,GEEK
75513,GEEK Verse Testnet,GEEK_Test
77001,BORAchain mainnet,BORAchain
77238,Foundry Chain Testnet,fnc
77612,Vention Smart Chain Mainnet,vscm
77677,Cycle Network Mainnet Sailboat,cycles
77777,Toronet Mainnet,Toronet
78110,Firenze test network,firenze
78281,Dragonfly Mainnet (Hexapod),dfly
78430,Amplify Subnet,amplify
78431,Bulletin Subnet,bulletin
78432,Conduit Subnet,conduit
78600,Vanguard,vanguard
79879,Gold Smart Chain Testnet,STANDt
80001,Mumbai,maticmum
80002,Amoy,polygonamoy
80008,Polynomia Sepolia,polynomialSepolia
80084,Berachain bArtio,berachainbArtio
80085,Berachain Artio,berachainArtio
80096,Hizoco mainnet,hzc
81041,Nordek Mainnet,nordek
81341,Amana Testnet,amanatest
81342,Amana Mixnet,amanamix
81343,Amana Privnet,amanapriv
81351,Flana Testnet,flanatest
81352,Flana Mixnet,flanamix
81353,Flana Privnet,flanapriv
81361,Mizana Testnet,mizanatest
81362,Mizana Mixnet,mizanamix
81363,Mizana Privnet,mizanapriv
81720,Quantum Chain Mainnet,qnet
82459,Smart Layer Network Testnet,tSLN
83144,Xprotocol Testnet,xprotocoltestnet
83872,ZEDXION,ZEDX
84531,Base Goerli Testnet,basegor
84532,Base Sepolia Testnet,basesep
84886,Aerie Network,Aerie
85449,CYBERTRUST,Cyber
88002,Nautilus Proteus Testnet,NAUTTest
88559,InoAi,INO
88800,ZKasino Mainnet,ZKasino
88817,Unit Zero Testnet,unit0-testnet
88819,Unit Zero Stagenet,unit0-stagenet
88882,Chiliz Spicy Testnet,chzspicy
90001,F(x)Core Testnet Network,dhobyghaut
90210,Beverly Hills,bvhl
90354,Camp Testnet,camp
91002,Nautilus Trition Chain,NAUT
91120,MetaDAP Enterprise Mainnet,MetaDAP
91715,Combo Testnet,combo-testnet
92001,Lambda Testnet,lambda-testnet
93572,LiquidLayer Testnet,tLILA
93747,StratoVM Testnet,stratovm
96970,Mantis Testnet (Hexapod),mantis
97435,SlingShot Testnet,sling
97531,Green Chain Testnet,greenchain
97970,OptimusZ7 Testnet,OZ7t
98881,Ebi Chain,ebi
99099,eLiberty Testnet,ELt
99876,EdgaMatrix Chain Testnet,EMCTestnet
99998,UB Smart Chain(testnet),usctest
99999,UB Smart Chain,usc
100000,QuarkChain Mainnet Root,qkc-r
100001,QuarkChain Mainnet Shard 0,qkc-s0
100002,QuarkChain Mainnet Shard 1,qkc-s1
100003,QuarkChain Mainnet Shard 2,qkc-s2
100004,QuarkChain Mainnet Shard 3,qkc-s3
100005,QuarkChain Mainnet Shard 4,qkc-s4
100006,QuarkChain Mainnet Shard 5,qkc-s5
100007,QuarkChain Mainnet Shard 6,qkc-s6
100008,QuarkChain Mainnet Shard 7,qkc-s7
100009,VeChain,vechain
100010,VeChain Testnet,vechain-testnet
100011,QuarkChain L2 Mainnet,qkc-l2
101010,Global Trust Network,stabilityprotocol
102031,Creditcoin Testnet,ctctest
103090,Crystaleum,CRFI
103454,Masa Testnet,masatest
104566,KaspaClassic Mainnet,cas
105105,Stratis Mainnet,stratis
108801,BROChain Mainnet,bro
110000,QuarkChain Devnet Root,qkc-d-r
110001,QuarkChain Devnet Shard 0,qkc-d-s0
110002,QuarkChain Devnet Shard 1,qkc-d-s1
110003,QuarkChain Devnet Shard 2,qkc-d-s2
110004,QuarkChain Devnet Shard 3,qkc-d-s3
110005,QuarkChain Devnet Shard 4,qkc-d-s4
110006,QuarkChain Devnet Shard 5,qkc-d-s5
110007,QuarkChain Devnet Shard 6,qkc-d-s6
110008,QuarkChain Devnet Shard 7,qkc-d-s7
110011,QuarkChain L2 Testnet,qkc-l2-t
110110,Mars Credit,mars
111000,Siberium Test Network,testsbr
111111,Siberium Network,sbr
111188,re.al,re-al
112358,Metachain One Mainnet,metao
119139,MetaDAP Enterprise Testnet,MetaDAP-T
123321,Gemchain,gemchain
123456,ADIL Devnet,dadil
128123,Etherlink Testnet,etlt
131313,Odyssey Chain (Testnet),DIONE
131419,ETND Chain Mainnets,ETND
132902,Form Testnet,formtestnet
141319,MagApe Testnet,mag
142857,ICPlaza Mainnet,ICPlaza
161212,PlayFi Mainnet,playfi
165279,Eclat Mainnet,ECLAT
167008,Taiko Katla L2,tko-katla
167009,Taiko Hekla L2,tko-hekla
175177,Chronicle - Lit Protocol Testnet,lpc
175188,Chronicle Yellowstone - Lit Protocol Testnet,lpy
188710,Bitica Chain Mainnet,bdcc
188881,Condor Test Network,condor
192940,Mind Network Testnet,fhet
199991,MAZZE Testnet,MAZZE
200000,xFair.AI Testnet,fait
200101,Milkomeda C1 Testnet,milkTAda
200202,Milkomeda A1 Testnet,milkTAlgo
200625,Akroma,aka
200810,Bitlayer Testnet,btrt
201018,Alaya Mainnet,alaya
201030,Alaya Dev Testnet,alayadev
201804,Mythical Chain,myth
202020,Decimal Smart Chain Testnet,tDSC
202212,X1 Devnet,x1-devnet
202401,YMTECH-BESU Testnet,YMTECH-BESU
202624,Jellie,twl-jellie
204005,X1 Network,x1-testnet
205205,Auroria Testnet,auroria
210049,GitAGI Atlas Testnet,atlas
210425,PlatON Mainnet,platon
220315,Mas Mainnet,mas
221230,Reapchain Mainnet,reap
221231,Reapchain Testnet,reap-testnet
222222,HydraDX,hdx
222555,DeepL Mainnet,deepl
222666,DeepL Testnet,tdeepl
224168,Taf ECO Chain Mainnet,TAFECO
224422,CONET Sebolia Testnet,conet-sebolia
224433,CONET Holesky,conet-holesky
229772,Abyss Protocol,abyss
230315,HashKey Chain Testnet(discard),hsktest
234666,Haymo Testnet,hym
240515,Orange Chain Testnet,Orange-Chain-Testnet
246529,ARTIS sigma1,ats
246785,ARTIS Testnet tau1,atstau
247253,Saakuru Testnet,saakuru-testnet
256256,CMP-Mainnet,cmp-mainnet
262371,Eclat Testnet,tECLAT
266256,Gear Zero Network Testnet,gz-testnet
271271,EgonCoin Testnet,EGONt
281121,Social Smart Chain Mainnet,SoChain
282828,Zillion Sepolia Testnet,zillsep
292003,Cipherem Testnet,CIP
309075,One World Chain Mainnet,OWCTm
313313,SaharaAI Testnet,saharatest
314159,Filecoin - Calibration testnet,filecoin-calibration
322202,Parex Mainnet,parex
323213,Bloom Genesis Testnet,BGBC-Testnet
327126,WABA Chain Testnet,waba
328527,Nal Mainnet,nal
330844,TTcoin Smart Chain Mainnet,tc
333313,Bloom Genesis Mainnet,BGBC
333331,Aves Testnet,avst
333333,Nativ3 Testnet,N3-Test
333666,Oone Chain Testnet,oonetest
333777,Oone Chain Devnet,oonedev
333888,Polis Testnet,sparta
333999,Polis Mainnet,olympus
336655,UPchain Testnet,UPchain-testnet
336666,UPchain Mainnet,UPchain-mainnet
355110,Bitfinity Network Mainnet,bitfinity-mainnet
355113,Bitfinity Network Testnet,bitfinity-testnet
360890,LAVITA Mainnet,lavita-mainnet
363636,Digit Soul Smart Chain 2,DS2
373737,HAPchain Testnet,hap-testnet
381931,Metal C-Chain,metal
381932,Metal Tahoe C-Chain,Tahoe
404040,Tipboxcoin Mainnet,TPBXm
413413,AIE Testnet,aie
420420,Kekchain,KEK
420666,Kekchain (kektest),tKEK
420692,Alterium L2 Testnet,alterium
421611,Arbitrum Rinkeby,arb-rinkeby
421613,Arbitrum Goerli,arb-goerli
421614,Arbitrum Sepolia,arb-sep
424242,Fastex Chain testnet,fastexTestnet
431140,Markr Go,markr-go
432201,Dexalot Subnet Testnet,dexalot-testnet
432204,Dexalot Subnet,dexalot
444444,Syndr L3 Sepolia,syndr
444900,Weelink Testnet,wlkt
471100,Patex Sepolia Testnet,psep
473861,Ultra Pro Mainnet,ultrapro
474142,OpenChain Mainnet,oc
486487,Gobbl Testnet,gbl-testnet
490000,Autonomys Testnet Nova Domain,ATN
504441,Playdapp Network,PDA
512512,CMP-Testnet,cmp
513100,DisChain,dis
526916,DoCoin Community Chain,DoCoin
534351,Scroll Sepolia Testnet,scr-sepolia
534352,Scroll,scrl
534849,Shinarium Beta,shi
535037,BeanEco SmartChain,BESC
552981,One World Chain Testnet,OWCTt
555555,Pentagon Testnet,pentagon-testnet
555666,Eclipse Testnet,eclipset
622277,Hypra Mainnet,hyp
622463,Atlas,atlas-testnet
641230,Bear Network Chain Mainnet,BRNKC
651940,ALL Mainnet,ALL
656476,Open Campus Codex,open-campus-codex
660279,Xai Mainnet,xai
666666,Vision - Vpioneer Test Chain,vpioneer
666888,Hela Official Runtime Testnet,hela-testnet
686868,Won Network,WonChain
696969,Galadriel Devnet,galadriel-devnet
710420,Tiltyard Mainnet Subnet,tiltyardmainnet
713715,Sei Devnet,sei-devnet
721529,ERAM Mainnet,ERAM
743111,Hemi Sepolia,hemi-sep
751230,Bear Network Chain Testnet,BRNKCTEST
752024,Ternoa Testnet,ternoa
761412,Miexs Smartchain,Miexs
764984,Lamina1 Testnet,lamina1test
767368,Lamina1 Identity Testnet,lamina1idtest
776877,Modularium,mdlrm
800001,OctaSpace,octa
